Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2023 Genesis G70 2.0T,"$42,938","15,772 mi.",Vik Black,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA4PU104299,2023-04-30 11:25:37.364477,Cars.com
2023 Dodge Challenger R/T,"$43,095",5 mi.,Sublime Clearcoat Metallic,Black,Rear-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT0PH563203,2023-04-30 11:25:40.543338,Cars.com
2020 Volkswagen Atlas Cross Sport 2.0T SEL,"$35,500","20,706 mi.",Pure Gray,Mauro Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2MC2CA7LC216471,2023-04-30 11:25:42.692145,Cars.com
2020 Ford Fusion Hybrid SEL,"$24,898","2,455 mi.",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L,3FA6P0PU4LR182701,2023-04-30 11:25:44.978553,Cars.com
2023 Chevrolet Trailblazer ACTIV,"$28,215",1 mi.,Sterling Gray Metallic,Jet Black,Front-wheel Drive,Gasoline,–,1.3L I3 12V GDI DOHC Turbo,KL79MVSL3PB142922,2023-04-30 11:25:48.844684,Cars.com
2011 Lexus LX 570 Base,"$31,980","87,563 mi.",Twilight Gray Metallic,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V GDI DOHC,JTJHY7AX7B4075349,2023-04-30 11:25:50.754220,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,786",–,Midnight Black Metallic,Black / Graphite,4WD,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR3P6148836,2023-04-30 11:25:54.148213,Cars.com
2022 Ford Explorer ST-Line,"$46,320",–,Gray,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8KH0NGB84418,2023-04-30 11:25:58.113742,Cars.com
2022 GMC Sierra 1500 AT4,"$62,867",1 mi.,Desert Sand Metallic,Jet Black,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,1GTUUEET6NZ619663,2023-04-30 11:26:01.400745,Cars.com
2023 Genesis G70 3.3T,"$57,655",359 mi.,Vik Black,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TE2PU119624,2023-04-30 11:26:08.988740,Cars.com
2022 INFINITI QX50 Luxe,"$40,499","4,228 mi.",Hermosa Blue,Graphite,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5BB8NF111823,2023-04-30 11:26:12.086173,Cars.com
2023 Lexus ES 350 ES 350 F SPORT Handling,"$49,000","8,388 mi.",Ultra White,Red,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC,58AJZ1B13PU141660,2023-04-30 11:26:14.453344,Cars.com
2019 MINI Clubman Cooper,"$21,998","41,243 mi.",White,Black,FWD,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMWLN5C55K2E34893,2023-04-30 11:26:17.985396,Cars.com
2023 Kia Seltos SX,"$30,811",10 mi.,Cherry Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,KNDETCA27P7454620,2023-04-30 11:26:20.895708,Cars.com
2023 Nissan Frontier S,"$34,008",12 mi.,Black,Charcoal,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1N6ED1CM7PN638805,2023-04-30 11:26:23.872622,Cars.com
2021 Kia K5 LXS,"$25,990","38,695 mi.",Everlasting Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,5XXG14J23MG019908,2023-04-30 11:26:26.254933,Cars.com
2023 Chevrolet Suburban Premier,"$76,565",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,OTHER,5.3L V8 16V GDI OHV,1GNSKFKD1PR312346,2023-04-30 11:26:30.008285,Cars.com
2021 Mercedes-Benz GLC 300 Base 4MATIC,"$45,113","15,750 mi.",Silver,Saddle Brown,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB4MF992319,2023-04-30 11:26:33.450278,Cars.com
2020 Audi A6 55 Premium Plus,"$40,876","39,952 mi.",Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUE8AF27LN073996,2023-04-30 11:26:35.605338,Cars.com
2023 Chevrolet Silverado 2500 Work Truck,"$52,098",5 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,Gas V8 6.6L/400,1GB1YLE71PF238259,2023-04-30 11:26:39.120172,Cars.com
2019 Mazda CX-5 Touring,"$24,725","29,340 mi.",Machine Gray Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFACM2K0669618,2023-04-30 11:26:43.047991,Cars.com
2023 Chevrolet Silverado 1500 RST,"$62,645",5 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GCUDEED6PZ182825,2023-04-30 11:26:45.727345,Cars.com
2016 RAM 2500 Big Horn,"$33,506","92,255 mi.",Brilliant Black Crystal Pearlcoat,Diesel Gray / Black,Four-wheel Drive,Gasoline,6-Speed Automatic,6.4L V8 16V MPFI OHV,3C6UR5DJ6GG101130,2023-04-30 11:26:49.598444,Cars.com
2020 Lexus LX 570 Two-Row,"$68,500","73,786 mi.",Eminent White Pearl,Parchment,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJFY7AX0L4327838,2023-04-30 11:26:53.304498,Cars.com
2023 Hyundai Tucson XRT,"$35,960",10 mi.,Phantom Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC,KM8JFCAE3PU210105,2023-04-30 11:26:55.702012,Cars.com
2023 Kia Seltos SX,"$30,790",10 mi.,Steel Gray,Black,All-wheel Drive,Gasoline,7-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,KNDETCA21P7458419,2023-04-30 11:26:59.128917,Cars.com
2018 MINI Hardtop John Cooper Works,"$28,998","28,406 mi.",Black,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMWXM9C54J2H38680,2023-04-30 11:27:00.959053,Cars.com
2023 Kia Seltos EX,"$28,140",10 mi.,Steel Gray,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDERCAAXP7461311,2023-04-30 11:27:05.048976,Cars.com
2023 Kia Seltos LX,"$25,020",10 mi.,Neptune Blue,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDEPCAA2P7428941,2023-04-30 11:27:08.122596,Cars.com
2023 Hyundai Elantra SEL,"$24,820",7 mi.,Scarlet Red Pearl,Medium Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KMHLS4AG3PU500159,2023-04-30 11:27:15.502728,Cars.com
2023 Genesis G70 2.0T,"$47,120",7 mi.,Alta White,Obsidian Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TA0PU109547,2023-04-30 11:27:18.821451,Cars.com
2023 Toyota Tundra Hybrid Capstone,"$78,938",–,Midnight Black Metallic,Black,Four-wheel Drive,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFVC5DB3PX025675,2023-04-30 11:27:22.485710,Cars.com
2023 Toyota Highlander L,"$38,243",–,Celestial Silver,Black,FWD,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRAH7PS035079,2023-04-30 11:27:24.698156,Cars.com
2022 Alfa Romeo Giulia Veloce,"$48,834",624 mi.,Vesuvio Gray Metallic,Red,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN2N7659148,2023-04-30 11:27:26.943693,Cars.com
2012 Nissan GT-R Premium,"$84,495","7,771 mi.",Solid Red,Black,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,3.8L V6 24V MPFI DOHC Twin Turbo,JN1AR5EF1CM250657,2023-04-30 11:27:30.829073,Cars.com
2023 Kia Seltos SX,"$30,685",90 mi.,Snow White Pearl,Black,AWD,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,KNDETCA27P7434531,2023-04-30 11:27:34.129804,Cars.com
2023 Ford Mustang Mach-E GT,"$75,435",6 mi.,Space White Metallic,Gray,All-wheel Drive,Electric,Automatic,Electric,3FMTK4SX5PMA17016,2023-04-30 11:27:37.834610,Cars.com
2023 Chevrolet Suburban LT,"$73,235",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,OTHER,5.3L V8 16V GDI OHV,1GNSKCKD5PR339581,2023-04-30 11:27:40.247814,Cars.com
2023 GMC Sierra 1500 Elevation,"$54,115",5 mi.,Volcanic Red Tintcoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",1GTRUCED0PZ255455,2023-04-30 11:27:43.457121,Cars.com
2023 GMC Acadia AWD AT4,"$45,935",5 mi.,Ultra Blue Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNLLS1PZ207399,2023-04-30 11:27:45.986863,Cars.com
2023 BMW X5 M50i,"$95,395",5 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXJU4C00P9R40301,2023-04-30 11:27:48.791044,Cars.com
2023 Volvo XC60 B5 Core,"$50,385",51 mi.,Denim Blue Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RV6P1217980,2023-04-30 11:27:53.148911,Cars.com
2019 Lexus LX 570 570,"$59,915","79,518 mi.",Nebula Gray Pearl,Cabernet,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AXXK4290420,2023-04-30 11:27:55.650891,Cars.com
2016 Jeep Patriot Sport,"$12,950","106,291 mi.",Granite Crystal Clearcoat Metallic,Dark Slate Gray,Front-wheel Drive,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1C4NJPBB2GD575648,2023-04-30 11:27:58.137227,Cars.com
2023 Chevrolet Traverse LT Leather,"$50,360",0 mi.,Summit White,Jet Black,All-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/217,1GNEVHKW0PJ241446,2023-04-30 11:28:01.334067,Cars.com
2023 Chevrolet Silverado 1500 High Country,"$74,325",0 mi.,Dark Ash Metallic,Jet Black,Four-wheel Drive,Diesel,Automatic,Turbocharged Diesel I6 3.0L/,1GCUDJE80PZ250905,2023-04-30 11:28:04.008349,Cars.com
2019 Chevrolet Equinox Premier w/1LZ,"$22,695","89,475 mi.",Brown,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXNEV2KS561918,2023-04-30 11:28:06.153838,Cars.com
2022 Ford Expedition XLT,"$59,995","15,991 mi.",Infinite Blue Metallic Tinted Clearcoat,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU1JT6NEA04048,2023-04-30 11:28:09.281475,Cars.com
2017 Nissan 370Z Sport,"$22,995","92,387 mi.",White,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1AZ4EH0HM951841,2023-04-30 11:28:11.788036,Cars.com
2023 Jeep Grand Wagoneer Base,"$89,995",13 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4SJVEJ3PS506358,2023-04-30 11:28:21.953366,Cars.com
2019 Ford F-250 Platinum,"$73,788","39,118 mi.",Gray,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT7W2BT2KED47352,2023-04-30 11:28:25.778575,Cars.com
2023 Chevrolet Tahoe Premier,"$80,680",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,OTHER,5.3L V8 16V GDI OHV,1GNSKSKD7PR353993,2023-04-30 11:28:28.927123,Cars.com
2021 Mitsubishi Outlander Sport SE,"$20,489","54,683 mi.",Diamond Red,Black,Four-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4ARUAU3MU013014,2023-04-30 11:28:30.997444,Cars.com
2023 GMC Sierra 1500 Elevation,"$46,695",5 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",1GTRHCEKXPZ255675,2023-04-30 11:28:33.004451,Cars.com
2023 Audi Q5 45 S line Premium Plus,"$55,815",11 mi.,Chronos Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1EAAFY5P2126515,2023-04-30 11:28:36.564177,Cars.com
2021 Ford Shelby GT500 Base,"$96,990",946 mi.,Orange,Ebony,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,5.2L V8 32V MPFI DOHC Supercharged,1FA6P8SJXM5503074,2023-04-30 11:28:39.653277,Cars.com
2022 Jeep Wrangler Unlimited Sahara,"$58,725",254 mi.,Sting-Gray Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",1C4JJXP61NW171316,2023-04-30 11:28:42.047185,Cars.com
2022 BMW X4 M40i,"$56,994","40,335 mi.",Black Sapphire Metallic,Tacora Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UX43DT06N9K11734,2023-04-30 11:28:45.051669,Cars.com
2024 Chevrolet Silverado 3500 LT,"$73,195",5 mi.,Dark Ash Metallic,Jet Black,Four-wheel Drive,Diesel,Automatic,Turbocharged Diesel V8 6.6L/,1GC4YTEYXRF119775,2023-04-30 11:28:47.715454,Cars.com
2022 MINI Clubman Cooper S ALL4,"$31,491","11,379 mi.",White Silver Metallic,Carbon Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMWXJ1C03N2R36023,2023-04-30 11:28:50.545671,Cars.com
2022 Subaru Ascent Touring 7-Passenger,"$40,993","29,242 mi.",Magnetite Gray Metallic,Java Brown,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD8N3450202,2023-04-30 11:28:53.831597,Cars.com
2024 MINI Hardtop Cooper S,"$40,410",6 mi.,White Metallic,Black,Front-wheel Drive,Gasoline,–,2.0L 16V Turbo,WMW53DK09R2U39620,2023-04-30 11:28:56.117124,Cars.com
2022 Ford Mustang GT Premium,"$49,515","5,000 mi.",Carbonized Gray Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF2N5143195,2023-04-30 11:28:58.756808,Cars.com
2022 Honda Civic LX,"$26,999","28,879 mi.",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F25NH507433,2023-04-30 11:29:01.380768,Cars.com
2021 Kia Telluride EX,"$41,255","22,790 mi.",Glacier White Pearl,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HC1MG176907,2023-04-30 11:29:05.679140,Cars.com
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"$36,547","19,771 mi.",Tourmaline Blue Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2WR2CA8MC540635,2023-04-30 11:29:09.558727,Cars.com
2021 Mitsubishi Outlander Sport ,"$24,254","28,523 mi.",Black,–,Four-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4ARUAU6MU031474,2023-04-30 11:29:12.847762,Cars.com
2022 Volkswagen Atlas 3.6L SEL Premium R-Line,"$46,887","26,759 mi.",Oryx White Pearl Effect,Titan Black / Quarzit,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2FR2CA0NC527184,2023-04-30 11:29:16.168898,Cars.com
2018 RAM 2500 Longhorn,"$58,995","43,767 mi.",Brilliant Black Crystal Pearlcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5PL5JG258376,2023-04-30 11:29:19.710049,Cars.com
2022 Ford Explorer Timberline,"$48,095","4,141 mi.",White,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH0NGC17287,2023-04-30 11:29:29.920661,Cars.com
2023 Kia Forte GT-Line,"$26,010",11 mi.,Snow White Pearl,Black,Front-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,3KPF54AD1PE592207,2023-04-30 11:29:33.827485,Cars.com
2022 Honda Odyssey Elite,"$48,995","20,194 mi.",Modern Steel Metallic Gray,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H91NB009481,2023-04-30 11:29:37.041740,Cars.com
2023 Chevrolet Blazer Premier,"$47,210",8 mi.,Iridescent Pearl Tricoat,Jet Black,Front-wheel Drive,Gasoline,9-Speed Automatic with Overdrive,3.6L V6 24V GDI DOHC,3GNKBFRS6PS200448,2023-04-30 11:29:39.633146,Cars.com
2020 Kia Sportage SX Turbo,"$26,119","47,210 mi.",Steel Gray,Black,Front-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, D-CVVT variable valve co",KNDPR3A60L7748364,2023-04-30 11:29:42.841065,Cars.com
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"$93,024","32,566 mi.",Obsidian Black Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,4JGFB8KB8MA284538,2023-04-30 11:29:45.221979,Cars.com
2023 Chevrolet Suburban Z71,"$73,390",1 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,OTHER,5.3L V8 16V GDI OHV,1GNSKDKD8PR329472,2023-04-30 11:29:48.124940,Cars.com
2023 Volvo V60 Cross Country B5 Plus,"$54,530",9 mi.,Onyx Black Metallic,Maroon,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12WZ1P2108330,2023-04-30 11:29:50.656065,Cars.com
2021 Audi Q8 55 Prestige,"$73,953","16,749 mi.",Orca Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1FVAF13MD022763,2023-04-30 11:29:54.189195,Cars.com
2023 MINI Clubman Cooper S,"$39,877","1,868 mi.",Pepper White,Malt Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMWXJ1C05P2T90814,2023-04-30 11:29:56.271762,Cars.com
2019 BMW X6 M Base,"$69,554","20,254 mi.",Black Sapphire Metallic,Silverstone,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5YMKW8C54KLR38380,2023-04-30 11:30:00.001909,Cars.com
2017 Lexus LX 570 Base,"$61,950","52,072 mi.",Starfire Pearl,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AX7H4223377,2023-04-30 11:30:03.841083,Cars.com
2023 Chevrolet Suburban RST,"$77,005",0 mi.,Black,Jet Black/Victory Red,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",1GNSKEKD7PR354997,2023-04-30 11:30:07.673378,Cars.com
2008 Chevrolet Tahoe LTZ,"$14,799","165,199 mi.",White,Gray,Four-wheel Drive,E85 Flex Fuel,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,1GNFK130X8J159692,2023-04-30 11:30:10.005687,Cars.com
2023 Kia Sportage SX-Prestige,"$36,295","22,769 mi.",Ebony Black / Black,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,5XYK5CAF5PG004130,2023-04-30 11:30:12.355926,Cars.com
2023 Buick Encore GX Select,"$27,051",3 mi.,Ebony Twilight Metallic,Ebony,All-wheel Drive,Gasoline,–,1.3L I3 12V GDI DOHC Turbo,KL4MMESL4PB120435,2023-04-30 11:30:16.067089,Cars.com
2019 Mazda CX-9 Signature,"$30,000","55,238 mi.",Jet Black Mica,Auburn,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L V6 24V,JM3TCBEY5K0329009,2023-04-30 11:30:19.003190,Cars.com
2023 Nissan Kicks SV,"$24,525",10 mi.,Aspen White / Super Black,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CP5CV7PL513436,2023-04-30 11:30:22.026141,Cars.com
2015 Hyundai Sonata Limited,"$15,595","88,009 mi.",Symphony Silver,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5NPE34AF4FH026961,2023-04-30 11:30:24.955688,Cars.com
2022 RAM 2500 Big Horn,"$89,825",29 mi.,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C6UR5DL2NG223918,2023-04-30 11:30:28.270754,Cars.com
2022 Ford F-150 XL,"$50,605",–,Blue Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E87NFC06305,2023-04-30 11:30:36.193135,Cars.com
2022 Alfa Romeo Giulia Veloce,"$48,790",10 mi.,Rosso,–,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN3N7663192,2023-04-30 11:30:40.393030,Cars.com
2023 Ford Mustang GT Premium,"$52,940",5 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF9P5301762,2023-04-30 11:30:42.428432,Cars.com
2023 BMW M4 Competition,"$98,495",121 mi.,Gray,Red,Rear-wheel Drive,Gasoline,Automatic with Steptronic,3.0L 6 Cylinder Twin Turbo,WBS33AZ05PCL88227,2023-04-30 11:30:45.076381,Cars.com
2021 Kia Sportage S,"$20,999","48,254 mi.",Sparkling Silver,Black,All-wheel Drive,Gasoline,Automatic,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",KNDPMCAC4M7927805,2023-04-30 11:30:48.441643,Cars.com
2016 Chevrolet Suburban LTZ,"$34,900","81,590 mi.",Siren Red Tintcoat,Cocoa/Dune,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",1GNSKJKC9GR365063,2023-04-30 11:30:50.967359,Cars.com
2023 Volvo XC60 B6 Ultimate Bright Theme,"$70,085",9 mi.,Denim Blue Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062RA9P1254913,2023-04-30 11:30:54.641099,Cars.com
2020 Audi A6 55 Premium,"$47,456","45,292 mi.",Vesuvius Gray Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,WAUK2AF20LN036471,2023-04-30 11:30:57.322483,Cars.com
2015 BMW 535 Gran Turismo i,"$23,950","67,307 mi.",Carbon Black Metallic,Venetian Beige,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5M2C52FD872224,2023-04-30 11:31:00.651355,Cars.com
2022 Ford Edge ST,"$53,425",4 mi.,Iconic Silver Metallic,Ebony,All-wheel Drive,Gasoline,7-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP4NBA70436,2023-04-30 11:31:04.864899,Cars.com
2019 Audi Q5 2.0T Premium Plus,"$33,950","34,512 mi.",Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY4K2079879,2023-04-30 11:31:08.514476,Cars.com
2023 Chevrolet Colorado WT,"$31,110",0 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",1GCGSBEC1P1124547,2023-04-30 11:31:12.504350,Cars.com
2021 Toyota Venza XLE,"$37,630","17,815 mi.",Gray,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTEAAAAH1MJ056620,2023-04-30 11:31:14.955330,Cars.com
2023 Ford F-150 XLT,"$54,685","3,210 mi.",Agate Black Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP3PFA09007,2023-04-30 11:31:17.415010,Cars.com
2022 Toyota Tundra Hybrid TRD Pro,"$76,000","13,160 mi.",White,Red,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFPC5DB0NX003039,2023-04-30 11:31:20.549701,Cars.com
2021 Cadillac XT6 Premium Luxury AWD,"$45,167","35,218 mi.",Garnet Red Metallic,Cirrus,All-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPDRS0MZ106735,2023-04-30 11:31:23.231078,Cars.com
2023 Toyota GR86 Premium,"$33,852",–,Halo,Black,RWD,Gasoline,6-Speed Manual,2.4L H4 16V PDI DOHC,JF1ZNBE15P9758689,2023-04-30 11:31:26.434953,Cars.com
2019 Kia Sportage LX,"$21,998","36,275 mi.",Silver,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPMCAC1K7575585,2023-04-30 11:31:29.607968,Cars.com
2023 Toyota Tundra Hybrid TRD Pro,"$72,728",–,Midnight Black Metallic,Black,4WD,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFPC5DB7PX10B508,2023-04-30 11:31:32.795151,Cars.com
2023 Chevrolet Suburban High Country,"$92,393",4 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GNSKGKL5PR318311,2023-04-30 11:31:35.453149,Cars.com
2022 Ford F-250 XL,"$42,060",–,Oxford White,Medium Earth Gray,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,1FTBF2A68NEG45768,2023-04-30 11:31:44.991304,Cars.com
2023 Genesis G70 3.3T,"$57,180",67 mi.,Capri Blue,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TE8PU116114,2023-04-30 11:31:48.803558,Cars.com
2022 Genesis GV80 2.5T,"$61,995","11,962 mi.",Himalayan Gray,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHBDSBXNU095702,2023-04-30 11:31:52.286779,Cars.com
